#;Tipo;Situação;Título;Qual o tipo do produto? ;Texto da busca;Qual foi a data da coleta?;Marketplace;Fabricante;Modelo do Produto;Valor;Existe campo código SCH?;Código SCH foi fornecido?;Qual código SCH fornecido?;Código SCH é o do produto?;Código EAN foi fornecido?;Qual código EAN fornecido?;Código EAN é o do produto?;Produto do anúncio homologado?
149628;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000242;Celulares e Smartphones;smartphone;08/07/2024;Mercado Livre;LG;K50S Dual SIM;689,90;Sim;Sim;54001901003;Sim;Não;0;Não é possível afirmar;""
149627;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000241;Celulares e Smartphones;smartphone;08/07/2024;Mercado Livre;Multilaser;E;367,00;Sim;Sim;042801903111;Não é possível afirmar;Não;0;Não é possível afirmar;""
149626;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000240;Celulares e Smartphones;smartphone;08/07/2024;Mercado Livre;Xiaomi;Note 13;1999,99;Sim;Sim;221962314550;Sim;Não;0;Não é possível afirmar;""
149625;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000239;Celulares e Smartphones;smartphone;08/07/2024;Mercado Livre;Xiaomi;Redmi Note 13;1389,00;Sim;Sim;221962314550;Sim;Não;0;Não é possível afirmar;""
149624;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000238;Celulares e Smartphones;smartphone;08/07/2024;Mercado Livre;Xiaomi, Celular, novo, smartphone, variacão, xiaomi, global;13C, lançamento, celulares, original;999,99;Sim;Sim;175342314550;Sim;Não;0;Não é possível afirmar;""
149623;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000237;Celulares e Smartphones;smartphone;08/07/2024;Mercado Livre;Motorola;G10 Dual SIM;759,00;Sim;Sim;178242000330;Sim;Não;0;Não é possível afirmar;""
149622;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000236;Celulares e Smartphones;smartphone;08/07/2024;Mercado Livre;LG;K41S Dual SIM;979,89;Sim;Sim;97741901003;Sim;Não;0;Não é possível afirmar;""
149621;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000235;Celulares e Smartphones;smartphone;08/07/2024;Mercado Livre;Motorola;Moto G7 Power (xt1955-1);595,50;Sim;Sim;075951800330;Sim;Não;0;Não é possível afirmar;""
149620;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000234;Celulares e Smartphones;smartphone;08/07/2024;Mercado Livre;Xiaomi;Note 13 Pro 5G;2464,11;Sim;Sim;175412314550;Sim;Não;0;Não é possível afirmar;""
149619;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000233;Celulares e Smartphones;smartphone;08/07/2024;Mercado Livre;Xiaomi;Redmi 12;959,99;Sim;Sim;32209185;Não;Não;0;Não é possível afirmar;""
149618;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000232;Celulares e Smartphones;smartphone;08/07/2024;Mercado Livre;Positivo;Twist 5 S620;477,00;Sim;Sim;130772203589;Sim;Não;0;Não é possível afirmar;""
149617;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000231;Celulares e Smartphones;smartphone;08/07/2024;Mercado Livre;Motorola;G53 5G Dual SIM;999,00;Sim;Sim;174092200330;Sim;Não;0;Não é possível afirmar;""
149616;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000230;Celulares e Smartphones;smartphone;08/07/2024;Mercado Livre;Positivo;S514;497,00;Sim;Sim;154282003589;Não é possível afirmar;Não;0;Não é possível afirmar;""
149615;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000229;Celulares e Smartphones;smartphone;08/07/2024;Mercado Livre;Xiaomi;12 Lite 5G (2203129G);1647,00;Sim;Sim;061792209185;Sim;Não;0;Não é possível afirmar;""
149614;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000228;Celulares e Smartphones;smartphone;08/07/2024;Mercado Livre;Motorola;Moto E22 Dual SIM;679,00;Sim;Sim;126752200330;Sim;Não;0;Não é possível afirmar;""
149613;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000227;Celulares e Smartphones;smartphone;08/07/2024;Mercado Livre;LG;K9 TV (LM-X210BMW);319,00;Sim;Sim;000401801003;Sim;Não;0;Não é possível afirmar;""
149612;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000226;Celulares e Smartphones;smartphone;08/07/2024;Mercado Livre;Positivo;TWIST L (S520);209,00;Sim;Sim;021951603589;Sim;Não;0;Não é possível afirmar;""
149611;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000225;Celulares e Smartphones;smartphone;08/07/2024;Mercado Livre;Realme;C67 (RMX3890);1299,99;Sim;Sim;203362313366;Sim;Não;0;Não é possível afirmar;""
149610;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000224;Celulares e Smartphones;smartphone;08/07/2024;Mercado Livre;Tecno;Pop 7 (BF6);649,99;Sim;Sim;051042313713;Sim;Não;0;Não é possível afirmar;""
149609;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000223;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Samsung;A25;1618,20;Sim;Sim;198292300953;Sim;Não;0;Não é possível afirmar;""
149608;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000222;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Motorola;Edge 40 Neo;1968,74;Sim;Sim;117602300330;Sim;Não;0;Não é possível afirmar;""
149607;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000221;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Infinix;Hot 40 Pro;1583,46;Sim;Sim;133832315156;Não;Não;0;Não é possível afirmar;""
149606;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000220;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Realme;Realme 12 Pro Plus 5G;3229,90;Sim;Sim;206152313366;Sim;Não;0;Não é possível afirmar;""
149605;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000219;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Positivo;P50 Flip;436,08;Sim;Sim;019971205125;Não;Não;0;Não é possível afirmar;""
149604;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000218;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Multilaser;Vovofone;206,96;Não;Não;212012203111;Não;Não;0;Não é possível afirmar;""
149603;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000217;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Samsung;Galaxy S24 +;5488,20;Sim;Sim;138732301739;Não;Não;0;Não é possível afirmar;""
149602;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000216;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Realme;Note 50;719,00;Sim;Sim;002722413366;Sim;Não;0;Não é possível afirmar;""
149601;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000215;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Xiaomi;Note 13 Pro;2204,99;Sim;Sim;001472314550;Não;Não;0;Não é possível afirmar;""
149600;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000214;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Motorola;Moto Edge 40;2549,00;Não;Não;44652300330;Sim;Não;0;Não é possível afirmar;""
149599;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000213;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Samsung;A22;1331,10;Sim;Sim;162172100953;Sim;Não;0;Não;""
149598;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000212;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Samsung;A15;1049,00;Sim;Sim;198252300953;Sim;Não;0;Não é possível afirmar;""
149597;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000211;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Samsung;Galaxy A05;719,10;Sim;Sim;139722300953;Sim;Não;0;Não é possível afirmar;""
149596;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000210;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Xiaomi;Note 13;1649,00;Sim;Sim;007982209185;Não;Não;0;Não é possível afirmar;""
149595;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000209;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Xiaomi;Poco X6;0,00;Sim;Sim;099532009185;Não;Não;0;Não é possível afirmar;""
149594;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000208;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Apple;iPhone 15;6499,00;Sim;Sim;127572301993;Sim;Não;0;Não é possível afirmar;""
149593;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000207;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Apple;iPhone 15;4769,10;Sim;Sim;127572301993;Sim;Não;0;Não é possível afirmar;""
149592;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000206;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Apple;iPhone 15;6499,00;Sim;Sim;127572301993;Sim;Não;0;Não é possível afirmar;""
149591;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000205;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Multilaser;Up Play chips;309,31;Sim;Sim;032241803111;Sim;Não;0;Não é possível afirmar;""
149590;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000204;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Xiaomi;Note 13;1499,00;Sim;Sim;221962314550;Sim;Não;0;Não é possível afirmar;""
149589;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000203;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Samsung;S23 Ultra;4229,10;Sim;Sim;171532200953;Sim;Não;0;Não é possível afirmar;""
149588;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000202;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Motorola;Razr 40;3419,10;Sim;Sim;062482300330;Sim;Não;0;Não é possível afirmar;""
149587;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000201;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Motorola;Moto G32;1349,10;Sim;Sim;067902200330;Sim;Não;0;Não é possível afirmar;""
149586;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000200;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Motorola;Moto G20;1079,10;Sim;Sim;017092100330;Sim;Não;0;Não é possível afirmar;""
149585;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000199;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Xiaomi;Redmi 13C;1138,96;Sim;Sim;175342314550;Sim;Não;0;Não é possível afirmar;""
149584;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000198;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Motorola;Moto G34;937,49;Sim;Sim;203412300330;Sim;Não;0;Não é possível afirmar;""
149583;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000197;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Motorola;Moto E13;679,00;Sim;Sim;182272200330;Sim;Não;0;Não é possível afirmar;""
149582;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000196;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Motorola;Moto G73;1790,73;Sim;Sim;040032200330;Não;Não;0;Não é possível afirmar;""
149581;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000195;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Motorola;Moto G31;1439,10;Sim;Sim;112462100330;Sim;Não;0;Não é possível afirmar;""
149580;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000194;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Samsung;Galaxy A15;814,50;Sim;Sim;198252300953;Sim;Não;0;Não é possível afirmar;""
149579;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000193;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Infinix;Hot 20;719,10;Sim;Sim;031122315156;Sim;Não;0;Não é possível afirmar;""
149578;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000192;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Xiaomi;Redmi 12;1113,11;Sim;Sim;217652209185;Sim;Não;0;Não é possível afirmar;""
149577;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000191;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Motorola;Moto G22;833,22;Sim;Sim;183972100330;Sim;Não;0;Não é possível afirmar;""
149576;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000190;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Motorola;Moto E6S;899,10;Sim;Sim;000152000330;Sim;Não;0;Não é possível afirmar;""
149575;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000189;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Positivo;P28;198,18;Sim;Sim;037442113015;Não;Não;0;Não é possível afirmar;""
149574;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000188;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Positivo ;P26;276,26;Sim;Sim;025931304858;Não;Não;0;Não é possível afirmar;""
149573;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000187;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Multilaser;Up Play ;167,90;Sim;Sim;037242214637;Não;Não;0;Não é possível afirmar;""
149572;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000186;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Samsung;S23;2988,10;Sim;Sim;171522200953;Sim;Não;0;Não é possível afirmar;""
149571;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000185;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Motorola;Moto G54;1287,08;Sim;Sim;117032300330;Sim;Não;0;Não é possível afirmar;""
149570;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000184;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Samsung;A35 5G;1799,10;Sim;Sim;235482300953;Sim;Não;0;Não é possível afirmar;""
149569;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000183;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Multilaser;Up Play;217,38;Sim;Sim;154012213626;Não;Não;0;Não é possível afirmar;""
149568;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000182;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Xiaomi;Note 13;1472,49;Sim;Sim;099532009185;Não;Não;0;Não é possível afirmar;""
149567;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000181;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Samsung;A02;989,10;Sim;Sim;184972000953;Sim;Não;0;Não é possível afirmar;""
149566;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000180;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Obabox;OB027;399,00;Sim;Sim;011672103111;Não;Não;0;Não é possível afirmar;""
149565;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000179;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Xiaomi;Poco X6;2069,99;Sim;Sim;000032309185;Não;Não;0;Não é possível afirmar;""
149564;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000178;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Xiaomi;Redmi 13C;935,99;Sim;Sim;217622209185;Não;Não;0;Não é possível afirmar;""
149563;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000177;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Multilaser;E PRO;229,90;Sim;Sim;047442103111;Sim;Não;0;Não é possível afirmar;""
149562;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000176;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Apple;iPhone 15 Pro Max;0,00;Sim;Sim;127822301993;Sim;Não;0;Não é possível afirmar;""
149561;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000175;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Xiaomi;Poco X6 5G;2575,91;Sim;Sim;175412314550;Sim;Não;0;Não é possível afirmar;""
149560;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000174;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Samsung;A02s;701,09;Sim;Sim;152442000953;Sim;Não;0;Não é possível afirmar;""
149559;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000173;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;motorola;Edge 50 Pro;3149,10;Sim;Sim;004972400330;Sim;Não;0;Não é possível afirmar;""
149558;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000172;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Motorola;Moto E32;899,10;Sim;Sim;183952100330;Sim;Não;0;Não é possível afirmar;""
149557;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000171;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Motorola;Edge 20;2699,10;Sim;Sim;081992100330;Sim;Não;0;Não é possível afirmar;""
149556;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000170;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Positivo ;P26;255,38;Sim;Sim;025931304858;Não;Não;0;Não é possível afirmar;""
149555;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000169;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Motorola;G24;764,10;Sim;Sim;206672300330;Sim;Não;0;Não é possível afirmar;""
149554;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000168;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Xiaomi;Redmi Note 13;2499,99;Sim;Sim;175602314550;Sim;Não;0;Não é possível afirmar;""
149553;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000167;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Multilaser;Up Play;280,95;Sim;Sim;032241803111;Sim;Não;0;Não é possível afirmar;""
149552;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000166;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Motorola;Edge 50 Ultra;5399,10;Sim;Sim;038502400330;Sim;Não;0;Não é possível afirmar;""
149551;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000165;Outros;smartphone;08/07/2024;Magazine Luiza;Indefinido;Indefinido;169,96;Sim;Sim;129892001993;Não;Não;0;Não é possível afirmar;""
149550;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000164;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Samsung;A35 ;1578,60;Sim;Sim;235482300953;Sim;Não;0;Não é possível afirmar;""
149549;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000163;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Samsung;Galaxy A55;1919,30;Sim;Sim;235492300953;Sim;Não;0;Não é possível afirmar;""
149548;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000162;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Motorola;E22;809,10;Sim;Sim;126752200330;Sim;Não;0;Não é possível afirmar;""
149547;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000161;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Xiaomi;Redmi Note 12;2150,00;Sim;Sim;217652209185;Sim;Não;0;Não é possível afirmar;""
149546;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000160;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Motorola;Razr 40 Ultra;4139,10;Sim;Sim;027332300330;Sim;Não;0;Não é possível afirmar;""
149545;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000159;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Xiaomi;Redmi Note 13;1466,99;Sim;Sim;217622209185;Não;Não;0;Não é possível afirmar;""
149544;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000158;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Samsung;S23 Ultra;5488,20;Sim;Sim;171532200953;Sim;Não;0;Não é possível afirmar;""
149543;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000157;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Xiaomi;Poco X6;1844,99;Sim;Sim;000032309185;Não;Não;0;Não é possível afirmar;""
149542;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000156;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Samsung;S24 Ultra;7469,10;Sim;Sim;206372300953;Sim;Não;0;Não é possível afirmar;""
149541;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000155;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Motorola;Moto G6 Plus;1214,09;Sim;Sim;000341800330;Sim;Não;0;Não é possível afirmar;""
149540;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000154;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Samsung;S24 +;5488,20;Sim;Sim;138732301739;Não;Não;0;Não é possível afirmar;""
149539;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000153;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Xiaomi;Redmi 13 Pro;1979,99;Sim;Sim;217622209185;Não;Não;0;Não é possível afirmar;""
149538;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000152;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Motorola;Moto G54;1169,10;Sim;Sim;117032300330;Sim;Não;0;Não é possível afirmar;""
149537;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000151;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Samsung;A15;0,00;Sim;Sim;198242300953;Sim;Não;0;Não é possível afirmar;""
149536;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000150;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Samsung;Galaxy A15;874,33;Sim;Sim;198242300953;Sim;Não;0;Não é possível afirmar;""
149535;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000149;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Xiaomi;Redmi 12C;929,99;Sim;Sim;217622209185;Sim;Não;0;Não é possível afirmar;""
149534;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000148;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Samsung;S24 Ultra;6659,10;Sim;Sim;206372300953;Sim;Não;0;Não é possível afirmar;""
149533;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000147;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Infinix;Smart 8 Pro;1008,90;Sim;Sim;018532415156;Sim;Não;0;Não é possível afirmar;""
149532;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000146;Celulares e Smartphones;smartphone;08/07/2024;Magazine Luiza;Samsung;S10 Plus;3869,10;Sim;Sim;850618009530;Não;Não;0;Não é possível afirmar;""
149531;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000145;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Multilaser;E LITE P9127;699,99;Sim;Sim;6122003111;Não;Não;0;Não é possível afirmar;""
149530;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000144;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;Iphone 8;999,00;Sim;Sim;51491701993;Sim;Não;0;Não é possível afirmar;Sim
149529;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000143;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;SAMSUNG;GALAXY J6;489,00;Sim;Sim;23611800953;Sim;Não;0;Não é possível afirmar;""
149528;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000142;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;Iphone 15 Pro Max;9299,00;Sim;Não;0;Não é possível afirmar;Não;0;Não é possível afirmar;Não é possível afirmar
149527;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000141;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;Phone 15 A3090;4899,00;Sim;Sim;12757-23-01993;Sim;Não;0;Não é possível afirmar;""
149526;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000140;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Não especificado;V10;719,00;Não;Não;0;Não é possível afirmar;Não;0;Não é possível afirmar;Não
149525;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000139;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Não especificado;X101;694,00;Sim;Não;0;Não é possível afirmar;Não;0;Não é possível afirmar;""
149524;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000138;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;Iphone 8;989,99;Não;Não;0;Não é possível afirmar;Não;0;Não é possível afirmar;Sim
149523;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000137;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Motorola;Edge 50 Fusion;2689,99;Sim;Sim;33452400330;Sim;Não;0;Não;""
149522;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000136;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;Iphone 11;1844,99;Sim;Sim;58861901993;Não;Não;0;Não é possível afirmar;Sim
149521;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000135;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Samsung;Galaxy S24;4299,99;Sim;Sim;203902300953;Sim;Não;0;Não é possível afirmar;""
149520;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000134;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Motorola;Razr 40;3769,99;Sim;Sim;62482300330;Sim;Não;0;Não é possível afirmar;Sim
149519;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000133;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;Iphone 11 Pro;2489,00;Sim;Sim;56841901993;Sim;Não;0;Não é possível afirmar;""
149518;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000132;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;Iphone 12 Pro;8164,00;Sim;Sim;33232201993;Não;Não;0;Não é possível afirmar;Sim
149517;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000131;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Samsung;Galaxy A13 - SM-A135M/DS;749,00;Sim;Sim;04322200953;Sim;Não;0;Não é possível afirmar;""
149516;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000130;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;Iphone 12;2222,99;Sim;Sim;58861901993;Não;Não;0;Não é possível afirmar;Não é possível afirmar
149515;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000129;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Motorola;Edge 20 Lite Xt2139-2;1499,00;Sim;Sim;4491600330;Não;Não;0;Não é possível afirmar;""
149514;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000128;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;Iphone 11 Pro;2589,00;Não;Não;0;Não é possível afirmar;Não;0;Não é possível afirmar;Sim
149513;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000127;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Samsung;Galaxy Note 20;1509,00;Sim;Não;0;Não é possível afirmar;Não;0;Não é possível afirmar;""
